,Comments,Labels
2660,Djajay Vibes Saveen Govinda Teeraj Swk chek bien guet 1 coup kisana li resemble,0
2661,Parmish pa gagne conte??,0
2662,Djajay Vibes guet figuir la bien,0
2663,Kisana sa,0
2664,Yavish Ghoora t kne liii..??🙄,0
2665,Akshay Sookral kisana pas kne li sa..😂😂,0
2666,Yavish Ghoora pagla sa?? Pa li m ti p batt so fam sa loto ti p fer live sipa ki la in ggn 1 mois de cela a peupres?,0
2667,Sundeep Hurdoyal exact bro limm sa.. fam la si banla in ramass li.. li impliker ladan.. pas fini lin bat guard dan lendroit mem man.. pas seryer ditou,0
2668,Gvnmt fé la fiesta ????,0
2669,Sakili gard tro abuzer,0
2670,Baize tout Mari femme tout seki inn participa dans sa action la baize Zot dans cachot four Zot enn la maine plus d'1 million caution car labsi policier la garde séquelle la qui arriver Zot zot pour vive tranquille li li pour souffert a vie.,0
2671,Faut tous les fermer ces cons! Merci aux policiers de risquer leurs vies pour nous protéger! J'espère que mon cher voisin lit cet article car lui aussi a le même type de langage grossier!! 😡😡,0
2672,Depuis voisine r LA police LA bizin pensee qui nous pas pe vivre Dan's en leglise ou cimitiere endroit joue nous LA musique deja gouvernement LA r so mensongerie politics in boure nous plis pire qui prisons ena ici pareile toute les temps complaint LA police lor zenfants pe faire tapage ou LA musique trop forte bientot so tour po arrive ou li chien pe faire tapage bientot so tour po arrive,0
2673,La police bizin coumens bez coute bal aster kan dimoun tire zarme. Arreté sa couyonad sab grand grand manière couma bel mari.,0
2674,Ala to 50 cents vine 5 Rs.,0
2675,Kan trove comsa apel ssu et smf rent r zot rince zot bien prant zot amen station !!,0
2676,sa ban habitants goodlands la sovaz terrible sa bizin bour gaz nacrimogene r zot lerlz pu gueler la police p fer dominer!,0
2677,"Les nom sont Comme si les zinzin de L'espace
Well mentioned... Les bouffon",0
2678,"Ena 1 point, résidentiel apprand respecter la loi ban bouffon, fouter dsorde grandi ban kkkiwi.",0
2679,Bizin less li pouri dans prison imbecille la,0
2680,"personne perna droite aggresse personne,qui li le peuple ou policiers,si li coumsa,alors ferme,tribunale,quelle merde",0
2681,Dimoun cave sauvage imbécile et barbare coumsa. B ki zot ti p envi faire? Touiye sa ban policiers la r sabre?? Noune tombe bien bas. Ene la honte pou pays. 😡,0
2682,"Akoz bane mentalité sovaz, egoiste kumsa mem kisa pays la arrierer... bouffon",0
2683,"Ena bezer la matelot ... si policier la in vine devant ou la porte c pas parski li
Envi c parski ou voisinage in fer complainte ... penser ki zot aussi zot ban humain couma ou ... li pan fer ou nanien li
P faire so travaille ou Ena toupet pou tire ene sabre pou coupe li .... heureusement pa mo papa sa ni
Mo frère ... mo fous ou lor ene ring mo faire ou combattre sans l’entraînement ... ou content batter !!! Content servi zouti .... mo donne toi notion kickboxing et scrim en meme temps mauvais bouffon",0
2684,Ti bizin bour sa coute balle sa kalitE imbéciles la😡😡😡,0
2685,Dånïsh Lükhöo in dr toi aret fr tapaze. To pa cmprnd mm,0
2686,AviShay Luximon hey mo kne li sa.. 1 mari tet brile em sa.. 🤣🤣🥱,0
2687,Dånïsh Lükhöo to pa ggn droit amuser mm to lkz sa🤣,0
2688,AviShay Luximon non sanala mne fni gagn kont ki kaliT lamisemnt ti p deroule laba 🤣🤣 obliG gard desan sa,0
2689,Wai li 1 tet brule...pu 1 jur in met laparey la fort....ki ena pa tou le jur li p fer sa,0
2690,AviShay Luximon amuser pa met music pou dranger to voisin amuser amuse pou toi,0
2691,En pagla sa,0
2692,Krish Kunnia to kone sa figure lah...🤣🤣,0
2693,Leo Rughoonauth Vyas oui mahen sa,0
2694,Krish Kunnia li mem sa...li pu crazE aster...,0
2695,Ban Barbar ki reste dans sa lendroit la,0
2696,"Muhsin Patel ey shut up..ok..kan 1dimune pa bon, alors to pa generalizer..",0
2697,He is not hindu..a convert,0
2698,"Sa bizin trapez bour dan kaso sa
Bizin pa donne caution.",0
2699,Zanimau pli sivilisé,0
2700,Bro to coner kisanla sa,0
2701,Sorry 😔 I'm going to suicide in to love you my friend my family 💕 l is l,0
2702,Top sa,0
2703,Fer zot ramasse savonnette dans prison aster bannes POURITURES,0
2704,Adila Ramjany,0
2705,She Hamz limem sa?1,0
2706,Adila Ramjany oui,0
2707,Bn teorisse sa🤔,0
2708,Casse zot fesse,0
2709,Sheetal Sungkur,0
2710,Daniel Jheemla business as usual dan goodlands! 🤣,0
2711,haraam.,0
2712,Bien Vilain,0
2713,Harvey Labonne,0
2714,Bze(bour zot endans) 👈,0
2715,Ketan Ramchurn,0
2716,Avinash Purdessy mo voisin sah🙄,0
2717,Ketan Ramchurn kumari so garçon sa??,0
2718,Avinash Purdessy waii grnd laah,0
2719,VI Ash check sa blinds la dn,0
2720,Faire zotte paye dégât,0
2721,C du abuser!!,0
2722,To trop bon toi,0
2723,Alle amuse dans jail astere,0
2724,Bcp batchara ena kumsa,0
2725,Bour zot,0
2726,Zot kantemp amisé😜amise crankil pou pas gagne lamerdement avec garde👮zot déranz zot voisin et la zot fermain pou nanien bisin rode kosian😉😉,0
2727,Mun Tashira,0
2728,Kevin Mahadao,0
2729,Bizin pa donne zot caution sa,0
2730,Ban dimoune bar bar foutu,0
2731,Abé kifr zot fr sa ..non b kifr zot fr sa ..😂😂,0
2732,Avinash Simi abé demand zot 1 coute....non b demand zot 1 coute....😅😅😅😅,0
2733,"Yajna Dehul sancer proprietaire lakaz

TOUS LISIEN DANS SO LACOUR DECLAR MARI 😂",0
2734,Akhilesh Goburdhun? Told you to stop annoying people with your music!,0
2735,Lakshna Quédou pa mo quartier sa ein🤣,0
2736,1 seul coute Donne F bann gopia ena pas p gagn traka covid p tal F Dan lacaz met lapareil cumadire bel fete ena.pas p kner ki pou arive economy pays la p amizer profiter fer louvraz ou lacaz si ou ena trop boku ou p bizin fer fete pou depenC al partaz ar bann cki pna Donne imper bann stray animal ou p conne manié sabre coupe imper feuillage al done bann vache o lieu ki to p tap 1 garde ki p kit so famille p vin servir a so pays.la si sa garde la perdi lavie mo gueT comier macro pou al fer lamarche pou li😡😡😡😡😡,0
2737,Rajeev Kanhye chuuuu,0
2738,Aureline Sophie coz ek to bane voisin :p,0
2739,Urvashi Khedun,0
2740,Sheetal Khedun apre minuit :/,0
2741,Atish Dauhoo,0
2742,Yatchna Ajageer,0
2743,Krishti Doorga prn cmpte,0
2744,Lina Leungpew oui mais c moins maintenant,0
2745,Joyce Compty May be he’s waiting for me to play his loud music lolol,0
2746,Lina Leungpew 😂😂😂,0
2747,Me also mo ena voisin sauvage,0
2748,Ramdo Minta kt tw la grave... Jungal mein Mangal always..,0
2749,Vins Vid like animal farm but onlywith hyppo and elephant,0
2750,🤨,0
2751,Aster to pou vine propriétaire CASSO 🌚,0
2752,Ceyon Shanmugah ki p arivE dan to l'endroit parts🤪 voisin p envi amuse pou lepeuple 😂😂😂,0
2753,Anju Sharma Benidin pa cozé 🤣🤣🤣 difeu 🔥 😅🤣🤣,0
2754,Respect officer,0
2755,Swadesh Luchmun to cone li,0
2756,Varhan Hv Isneha 😁😁,0
2757,Lids Cse ala beze 🤣🤣💔,0
2758,Varhan Hv hahaha nous ti fek p cause lor ça sujet la 😂😂😂,0
2759,Lids Cse ouii taah fuff taler lamm🤣🤣😂,0
2760,Get well soon officer..,0
2761,Andrew Loïc in coz ar toi🤣😂,0
2762,Emmanuel Labonne pour fermer akz ou la🙄🤣,0
2763,Andrew Loïc in dire toi arrête met sa fort pas compren meme😂🤣,0
2764,Emmanuel Labonne 😂😞chek felone suivre❤🤣,0
2765,Andrew Loïc moi meme mone débranche canon bass😂🤣™️,0
2766,Emmanuel Labonnetouzour mo bro bom em li😞❤🤣,0
2767,Avoy li Dan curepipe,0
2768,Manish Madoo,0
2769,Aster banla pou amiz toi 😂😂,0
2770,Rajoo mam dans foto la ti fek admet 0-3 😂,0
2771,Hans Luchun mo kon li pa figir la ti ress triolet avan 😂😂,0
2772,Hans Luchun si zot cone zistoire!!!,0
2773,Anuksha Noyan Busgeet mo kon figir la lepok lekol plis tipti ki moi sa e touletemp ti tet briller m.. nfin aster so tour 😂,0
2774,Amuser mais pa abuser !!,0
2775,Aster banla pou fer to fete movai plokos....,0
2776,Amrish Jerry ene lot dan mahebour ..laba si bel fete,0
2777,PravinRajneeta Bissessur weh la bas la pas kozE.... 🤣🤣🤣🤣🚔🚔,0
2778,Lol,0
2779,Sovaz,0
2780,Tou dimoune mari dans moris.,0
2781,Fer li ramass savon...,0
2782,Bizin pa Donne li caution saa,0
2783,Good job thk,0
2784,Boure zot en dan.,0
2785,Soomen Jugnah,0
2786,Zot p fer violence contre la police,0
2787,Yanish Purmah,0
2788,Voisin ine telephoner sa 🤣🤣🤣,0
2789,Ak Ash,0
2790,Mette zotte tous dan cachot.,0
2791,"Dev Dhurmah non pas mette zotte tous dan cachot dire sa,bizin bour zotte dan cachot.",0
2792,Shashil Gujadhur,0
2793,Banes barbares🙄,0
2794,Pritam Pri check sa bro,0
2795,Ludovic Dhonow,0
2796,Bien villain.,0
2797,Calmez vous,0
2798,To kone savocaso.? 🙊🙉🙈😂,0
2799,Nehah Seepaul,0
2800,Shi Vam Montre chandan,0
2801,Gungeea Prakash,0
2802,Kevin Kevin,0
2803,Covid pé commence faire so l'éffect,0
2804,Ramass savonette astr plok 😂😂😂,0
2805,Donne fesse dan prison aster,0
2806,Raj Ram,0
2807,Lalcol fer toi vne fou bnla pu viol toi endan aster,0
2808,Aster zot ava concequence ok,0
2809,Carren Telcide,0
2810,Dimoune mari dans bez,0
2811,To proprietaire Goodland tou? To papa ti met sa lor to nom pou to annif??,0
2812,Ummé Aminah 🤣,0
2813,Atan to pu koner aster... apres tention to alle get avaocat avengers to dire aggression policier,0
2814,Sunny Boyragee hehe bro!,0
2815,Atish Janeshwar,0
2816,Leducation mem zot pena,0
2817,"zen zen zenfant,vié vié figire....🥴",0
2818,Bonne confinement.....,0
2819,Pena respect pou voisin,0
2820,"Ou gagne droit amuse mais ou bizin respecter ou voisin aussi, si ena ti bebe ou grand dimoune ki malade ou met lamusic fort meme . Ou ena malade mentale. Ene ena confinement deuxieme tous dimoune dans problem , ou derange dimoune dormi ou reposer , capave li manque role ,pe envie done chana non , be endans to ava ramasse savonette la. Bizin pas done chance sa bane dimoune la , sameme pe pourri nou societe'. Thanks.",0
2821,Pas ggn traca. Ena buku avocats pu vin defan zot ici lor facebook! Avocats sans graines svp! 🤷🏽‍♂️,0
2822,Alle amize dan prison aster,0
2823,Mo garantee toi li pu fini sorti....,0
2824,Ine broir bang kisa 😏,0
2825,Ashvin Sawdagur bon retablissement bro,0
2826,Pas.donne.cotion.satan,0
2827,Bane sans éducation,0
2828,Vanecia Aubeeluck Sophie partout ena sa zot croire zis zot ki ena droit voisin perna droit li li bizin content et pourtant toi to pa dérange zot,0
2829,Poor Mr policeman,0
2830,Vasishth Goyaram,0
2831,Sa vas etre ta fete mn amie,0
2832,"Ban Batiara!!!
Roshan Rulz check sa.",0
2833,"Sheik Yaasiin to habitier r sa toi
Tou le jour to ti p tend nacho beti",0
2834,Ziss 2jrs conG lrla 🙄,0
2835,Veesham SK Lysiane Duval ...,0
2836,Shaeen Badourkhan bisin dir Ram 😅,0
2837,2 jour meme,0
2838,"Zemma Guillano si la police ti faire kitchos ti pou blame la police
Zot pou alle droit humain
Ban pauvre malheureux dimoun honet ki p faire travay honet souffer",0
2839,Figir pauvre diable net,0
2840,Emmanuel Lebref pauvre diable melanzer de figir nissa🤣🤣🤣,0
2841,Dimune cpv sans lesprit..,0
2842,Sunny arrette sa,0
2843,Toushan Beeharry,0
2844,Who is at fault,0
2845,Ramkissoon Hurryvans la police,0
2846,Desire Bibi Fameux Goodlands 🤣🤣🤣,0
2847,Comme dhabitude,0
2848,To pou amuse bien endans la,0
2849,Astere to amizer dans Kaso!! 🤩,0
2850,Maye sa....,0
2851,Abuser mo noir!,0
2852,"Pou arrivé 60% de la population soit 700 000 personnes en juin ?
Nous nepli croire dans père noël cher monsieur Joomye.",0
2853,Oomar Dinally Mo pense li bien bizin alle guette ene adviser mathematique..,0
2854,Atmarow Ravi kik foi Jacob Zuma pe conseille li lor bun numero?,0
2855,Oomar Dinally sanla pa noel Pere Joomaye,0
2856,Oomar Dinally li p coz lor 1 shots sa,0
2857,"Article repris dans l'express: Ce qui est certain, c’est que si l’autre déclaration gouvernementale selon laquelle l’ouverture des frontières passe obligatoirement par l’inoculation de 60 % de la population (70 % pour d’autres !), nous en avons, au taux moyen établi de 6 100 vaccinations par semaine depuis le début de la campagne, le 26 janvier dernier, pour encore au moins 128 semaines, c’est-à-dire 2 ans et demi !",0
2858,Manee Ungapen on est pas sortie l’auberge alors ...,0
2859,"pu arive au chiffre 60 -70 % fin juin pu bizin au moin fer environ 45 000 vaccin par semaine,",0
2860,Jean-Maurice Paturau pas de si tôt...,0
2861,Manee Ungapen c’est le moins que l’on puisse dire...😄,0
2862,Nayagam Vi Den Mons Joumaye Li enne Senior Adviser svp.,0
2863,Bravo Seychelles!,0
2864,Le Dr Gujadhur a parfaitement raison.Et pour le moment le seuil de herd immunity est sujet a controverse...,0
2865,"Jocelyn Chan Low
Prepare for 2weeks extension after 25th march
Till Ramadan 14th April...

3months till we achieve 750000 vaccination threshold",0
2866,Sadek Ruhmaly If you mean 28 days after no local cases detected excepting those already in quarantine it could go beyond ..,0
2867,"Jocelyn Chan Low
then till end May early June
3months from 10th March
Till 750000 vaccination threshold reached",0
2868,Sadek Ruhmaly True but there are different types of 'lockdowns '...,0
2869,"Jocelyn Chan Low I hve the impression that there are experts, super expert then us Mauritians expert so mari! https://www.nature.com/articles/d41586-021-00728-2",0
2870,"N'importe quoi !!! Arrête rêvé do couillon!! 🤣😂 Maurice ti covid free guet kine arrivé?? 🤨 Alors bouzzzz likiii !!! Arrête avance ban couyonnades!!!,😝zot scientifiques ??? Allé dooooo🤣",0
2871,"Mo face lire ki herd immunity / immunity collective probablement pa pou atteindre meme si Nou vaccine 60/70 % Nou population pou plusieurs raisins.
Deux raisons facile comprend :
1. A cause ban variants .
2. Ena trop beaucoup zenfans , V dire moins de 18 ans ki pa vacciner .",0
2872,"Please read : fec lire , plusieurs raisons .",0
2873,"dan lekol mm zamai mne retourn n consent form astr zot kroir mo pou signe sanala.....Mo Responsible Party pas la,pa pou kav signe consent form pou fr vaccin,sori",0
2874,"Les compagnies sont des laches a forcer les gens a se vacciner ! ce sont les non vaccinés qui aurait du avoir peur des Vacciné ,non?",0
2875,Et si tout sa a été fait pour que la population se fait vacciné afin d’ouvrir la frontière????,0
2876,Le vaccin indien reçu n'est pas encore approuvé par l'OMS. A vos risques et périls!,0
2877,". Dominique Thevenau-Deweer approuvé par l'OMS. 🤔 non pna confiance ,",0
2878,Dominique Thevenau-Deweer perils et steril,0
2879,Dominique Thevenau-Deweer lequel ?,0
2880,Christelle BC covix,0
2881,Dominique Thevenau-Deweer Do you mean Covaxin?,0
2882,"Christelle BC oui c'est ça. Il faut vérifier sur internet si depuis, l'OMS a approuvé.",0
2883,Dominique Thevenau-Deweer Tu es entrain de faire peur aux gens qui voudraient se faire vacciner - faire un peu confiance de temps en temps ferait beaucoup de bien aux gens et au pays.,0
2884,Tu ferais un vaccin comme ça?,0
2885,Dominique Thevenau-Deweer Sans problème si mon médecin me le conseille.,0
2886,Claude de Speville pas moi!,0
2887,Dominique Thevenau-Deweer c'est Covaxin ou Covishied à Maurice?,0
2888,"Moi pour le moment ZERO vaccin🩺de plus ceux ne sont de ""vrais"" vaccins, comme ceux contre la tuberculose ou autre.",0
2889,Covaxin encore ene stage experimental.. Pas encore approved par OMS.. p vine tester lors mauricien,0
2890,Mo demann mou couma bann docteurs inn accepter signe 1 document pareil avec tout sa leducation ki zot ena. Zot pa trouver p enleve tout zot droits. Si kikenn ti kapav eclaire nous,0
2891,"Stephane Labonne interessant ceki ou ine dirr ,mais depi avant ti ena sans bann consent form la . Kan ene zenfant alle pique nic li ena consent form pou fer parent signer ,et lor la ecrire bien ki si zenfant la blesser ou gagne 1 problem ,l'ecole li pas responsable .
Meme dans nimport ki medecine nou acheter ena 1 ti papier qui dirr bann risque associer ar medecine ek so effet secondaire .
Aster pou kifer docteur pe fer vaccin la ek signe form la ? Mo penser akoz c zot travail ,zot corps de metier ki bizin 7ans apprann minimum ek zot deza au courant de tou sa depuis toujours .C ziss nou pe decouvert sa aster",0
2892,"Stephane Labonne la question est ce qui tout dimoune p signe sa forme la,ou zis bane ti dimoune",0
2893,"Raskinto Kinto huh , moi monn signer ek fer vaccin en Fevrier . Mo ena dettes ek 3 loan , alors mor croire mo ene ti dimoune 😅
ek monn truv bocoup ine signer , docteur , grand chef etc",0
2894,Jean Bardin mon comprend to situation. To la mains embas ross couma nu dire. Mo ti pu pli rassurer si bann dimoune ki decider pu nu pays publier zot consent form. Preuve de bonne foi,0
2895,Jean Bardin Zoli réponse frère. De jour en jour mo p trouver a ki point ena dimoune pas bouquiner mais selma zot poz ban questions bête en pensant ki zot mari intelligent,0
2896,"Jean Bardin
A savoir ki dans consent form ki envoie parent kan zenfant al picnic jamais ti dire si ou zenfant mort professeur pas en tort et en plus tout zenfant kan aller professeur veille zot 1000 fois plus.

Kan mo acheter médicament pena consent form ki dire ki si mo mort zot pas rentre la dans mais zot dire ki médicament li composer de XYZ composant et zot avertit ki par exemple zenfant tel âge pas prend pu seki ena allergie ou femme enceinte.

La dimoune la li choisir si médicament bon ou pas pour li et li prend soit non.

Consent form du gouvernement de Maurice uniquement ki dire si mort zot pas rentre la dans.
Alors ki consent UK form ki Roshi in montrer nous ki dire ki gouvernement UK dire le contraire et zot dédommage en certaine façon si ena complication.

Alors zordi ene partie mauricien inclut moi nous pas pou accepter vinn le rat laboratoire pou ene ban compagnie ki in creer ene vaccin a la va vite en chine , inde , Russie et zot p envie nous essayer et si nous mort zot sorti la dans la main propre.

Nous pas envie être des sacrifiés au nom de la science kot kapav certains haut placé in gagne commission pou fer nous fer cobaye.

Jour ki gouvernement enleve ça clause la et prend charge ban famille dimoune ki gagne complication après vaccin lerla mo kapav considère mo position.

La li pou reste ene NON catégorique au vaccin Spoutnik, Covaxin et Astrazenneca et aussi so Pfizer.",0
